,author_id,created_at,edit_history_tweet_ids,id_x,lang,public_metrics,text,username,imp_count,like_count,retweet_count
64,335455570,2023-07-26 14:31:24+00:00,[1684209810042920968],1684209810042920968,en,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4507}",NatWest CEO resigns after 'serious error' in Farage fiasco https://t.co/xPjOfVS2pT https://t.co/PAV9QQR5jO,ReutersWorld,4507,2,3
65,335455570,2023-07-26 13:40:31+00:00,[1684197006523211778],1684197006523211778,en,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 11, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7114}",Ocean temperatures around South Florida hit hot-tub levels https://t.co/01W8RcpuQ4 https://t.co/jbjb0f9bXD,ReutersWorld,7114,11,7
66,335455570,2023-07-26 13:31:55+00:00,[1684194841327017990],1684194841327017990,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4677}","One dead in cargo ship fire, electric car suspected source, Dutch coastguard says https://t.co/G1TpuNcMDX https://t.co/lUocbwRR9t",ReutersWorld,4677,2,1
67,335455570,2023-07-26 12:40:43+00:00,[1684181957616304128],1684181957616304128,en,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5393}",Three dead as Sicily counts losses from 'devastating' fires https://t.co/xL4VC6dEJk https://t.co/6LisuU09Sz,ReutersWorld,5393,9,4
68,335455570,2023-07-26 12:31:40+00:00,[1684179677512957954],1684179677512957954,en,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 21, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8026}","Ship carrying 3,000 cars burns off Dutch coast, crew member dead https://t.co/ximIrFCkhF https://t.co/5TILCww9Bk",ReutersWorld,8026,21,4
69,335455570,2023-07-26 11:40:33+00:00,[1684166813125337090],1684166813125337090,en,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 10, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5448}",A familiar face for the US as China's Wang returns as foreign minister https://t.co/goFZgmsmoQ https://t.co/7GVYblKQos,ReutersWorld,5448,10,3
70,335455570,2023-07-26 11:30:41+00:00,[1684164332202995714],1684164332202995714,en,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 4991}",Niger's president being held inside palace - security sources https://t.co/8jmVSfxOqP https://t.co/QrwT5Qg6MJ,ReutersWorld,4991,5,3
71,335455570,2023-07-26 10:40:31+00:00,[1684151707175882752],1684151707175882752,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5014}",German industry changes tack as river Rhine runs drier https://t.co/9N4DtqkurM https://t.co/O9ssE0UX9z,ReutersWorld,5014,6,2
72,335455570,2023-07-26 10:30:41+00:00,[1684149230892466176],1684149230892466176,en,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5290}","Powerful typhoon Doksuri lashes Philippines, threatens Taiwan and China https://t.co/abH2Qr7twX https://t.co/tSc1bvFaOa",ReutersWorld,5290,5,7
73,335455570,2023-07-26 09:40:20+00:00,[1684136560357257216],1684136560357257216,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 2, 'bookmark_count': 0, 'impression_count': 5535}",NatWest CEO resigns after admitting to 'serious error' in Farage row https://t.co/AFKOVsL7jv https://t.co/XJeM7BOzaD,ReutersWorld,5535,3,1
