,Date,banks_positive,banks_neutral,banks_negative,fin_positive,fin_neutral,fin_negative,count_banks,count_fin,dollar,sp500,dollar_diff,sp500_diff
26,2022-01-27,0.3140622042119503,0.6265772730112076,0.059360492974519646,0.22491437486476362,0.5840036935276456,0.19108191256721813,2,9,115.9723,4326.51,0.8706000000000103,-23.420000000000073
27,2022-01-28,0.28517837077379227,0.6771378517150879,0.03768379706889385,0.3142647385597229,0.5942887127399444,0.09144654273986814,2,5,116.0306,4431.85,0.05830000000000268,105.34000000000015
30,2022-01-31,0.1770666688680648,0.7894337177276611,0.0334995351731777,0.26890362189574674,0.49357524514198303,0.23752115870063956,1,11,115.5667,4515.55,-0.4639000000000095,83.69999999999982
31,2022-02-01,0.075257308781147,0.8376995921134949,0.0870431065559387,0.22684594914317127,0.39032877534627913,0.3828252702951431,1,5,115.3726,4546.54,-0.19409999999999172,30.98999999999978
32,2022-02-02,0.17777604982256884,0.6726835146546364,0.14954043785110113,0.30747939785942435,0.5081443972885609,0.18437620252370832,4,16,115.1617,4589.38,-0.2109000000000094,42.840000000000146
33,2022-02-03,0.0974515303969383,0.874411016702652,0.0281374100595712,0.2855663945277531,0.5477798581123352,0.1666537374258041,2,3,114.924,4477.44,-0.2376999999999896,-111.94000000000051
34,2022-02-04,0.0614996217191219,0.9040325284004213,0.0344679169356823,0.0503492355346679,0.5242718458175659,0.4253788590431213,1,1,115.1489,4500.53,0.224899999999991,23.090000000000146
37,2022-02-07,0.1530478727072477,0.6351427137851715,0.211809410713613,,,,2,0,115.022,4483.87,-0.12689999999999202,-16.659999999999854
38,2022-02-08,0.0984261594712734,0.8797344863414764,0.02183941379189485,0.3308722972869873,0.6045835614204407,0.0645441338419914,2,1,115.101,4521.54,0.07899999999999352,37.67000000000007
39,2022-02-09,,,,0.0695980042219162,0.8730375170707703,0.0573644191026687,0,1,114.836,4587.18,-0.26500000000000057,65.64000000000033
40,2022-02-10,,,,0.21615584520623088,0.48851094767451286,0.29533318057656277,0,4,114.5711,4504.08,-0.26489999999999725,-83.10000000000036
