,Date,dollar,sp500,dollar_diff,sp500_diff,bank_positive,bank_neutral,bank_negative,count_bank,fin_positive,fin_neutral,fin_negative,count_fin,bank_positive_var,bank_neutral_var,bank_negative_var,fin_positive_var,fin_neutral_var,fin_negative_var,bank_pos_dummy2,bank_neg_dummy2,fin_pos_dummy2,fin_neg_dummy2,bank_pos_dummy,bank_neu_dummy,bank_neg_dummy,fin_pos_dummy,fin_neu_dummy,fin_neg_dummy
143,2023-01-30,118.8786,4017.77,-0.05089999999999861,-52.789999999999964,,,,0,0.23697499123712382,0.5711038336157799,0.19192117949326834,6,,,,0.06195924409916459,0.06580612314310394,0.029124431031694743,0,0,1,0,0,0,0,0,1,0
144,2023-01-31,118.9619,4076.6,0.08329999999999416,58.82999999999993,,,,0,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0
145,2023-02-01,118.6101,4119.21,-0.3517999999999972,42.61000000000013,,,,0,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0
146,2023-02-02,118.3164,4179.76,-0.2937000000000012,60.55000000000018,,,,0,0.0396004244685173,0.09437954425811768,0.8660200834274292,1,,,,,,,0,0,0,1,0,0,0,0,0,1
147,2023-02-03,119.4642,4136.48,1.1478000000000037,-43.280000000000655,,,,0,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0
148,2023-02-06,120.461,4111.08,0.9967999999999932,-25.399999999999636,,,,0,0.20950210404892763,0.39005184173583984,0.400446022550265,3,,,,0.0462131397042454,0.08548019991210953,0.13918397191030082,0,0,0,1,0,0,0,0,0,1
149,2023-02-07,120.2808,4164.0,-0.18019999999999925,52.92000000000007,,,,0,0.05189175345003605,0.4514419808983803,0.49666620045900345,2,,,,0.00010896067562083528,0.19843800904387188,0.20784689001999024,0,0,0,1,0,0,0,0,0,1
150,2023-02-08,120.101,4117.86,-0.17980000000000018,-46.14000000000033,,,,0,0.03454204152027766,0.5551498631636301,0.4103080630302429,3,,,,0.000116519765590369,0.0036863060884367487,0.0029188577812924166,0,0,0,1,0,0,0,0,1,0
151,2023-02-09,119.9425,4081.5,-0.15850000000000364,-36.35999999999967,,,,0,0.1833347849547863,0.34134135842323304,0.47532385438680647,5,,,,0.09312193628055423,0.05676838589438409,0.12730322854087,0,0,0,1,0,0,0,0,0,1
152,2023-02-10,120.1228,4090.46,0.18030000000000257,8.960000000000036,,,,0,0.08843058440834284,0.4930502325296402,0.4185192175209522,4,,,,0.005065438178319063,0.06786603052954465,0.0821397453592667,0,0,0,1,0,0,0,0,1,0
153,2023-02-13,119.9952,4137.29,-0.12760000000000105,46.82999999999993,,,,0,0.08512801180283229,0.39455487330754596,0.5203171359996001,3,,,,0.007204666147842894,0.1394878448749009,0.2098960933532048,0,0,0,1,0,0,0,0,0,1
154,2023-02-14,119.9426,4136.13,-0.052599999999998204,-1.1599999999998545,,,,0,0.1245176587253809,0.41219710409641264,0.4632852353155613,5,,,,0.016750983706323712,0.05628908439483689,0.12423194006722453,0,0,0,1,0,0,0,0,0,1
155,2023-02-15,120.4772,4147.6,0.5345999999999975,11.470000000000255,,,,0,0.3107342693422522,0.3509995532887323,0.33826618109430584,7,,,,0.09627505459586704,0.04735099483046473,0.09364811648816089,0,0,0,1,0,0,0,0,1,0
156,2023-02-16,120.4938,4090.41,0.01659999999999684,-57.19000000000051,,,,0,0.19690991485757486,0.45166852857385364,0.3514215850404331,7,,,,0.04248117282514861,0.05418340014005366,0.10147428655648506,0,0,0,1,0,0,0,0,1,0
157,2023-02-17,120.5898,4079.09,0.09600000000000364,-11.319999999999709,,,,0,0.10282942652702332,0.807319700717926,0.08985081315040588,1,,,,,,,0,0,0,0,0,0,0,0,1,0
158,2023-02-21,120.6705,3997.34,0.08070000000000732,-81.75,,,,0,0.0598238967359066,0.5041198432445526,0.4360562587777774,3,,,,0.00030935499024246915,0.0783658768810378,0.08820606338447724,0,0,0,1,0,0,0,0,1,0
159,2023-02-22,120.8904,3991.05,0.21989999999999554,-6.289999999999964,,,,0,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0
160,2023-02-23,121.1348,4012.32,0.24439999999999884,21.269999999999982,,,,0,0.13241239610527242,0.4105643779039383,0.45702325818794115,7,,,,0.015166713667269316,0.060542150558961096,0.08473578777762769,0,0,0,1,0,0,0,0,0,1
161,2023-02-24,121.6304,3970.04,0.49559999999999604,-42.2800000000002,,,,0,0.1136135533452034,0.252436101436615,0.6339503526687622,1,,,,,,,0,0,0,1,0,0,0,0,0,1
162,2023-02-27,121.4665,3982.24,-0.16389999999999816,12.199999999999818,,,,0,0.13935501221567392,0.3459053095430136,0.5147397145628929,4,,,,0.031119276520583983,0.08967309792383245,0.15557014526397558,0,0,0,1,0,0,0,0,0,1
163,2023-02-28,121.4065,3970.15,-0.060000000000002274,-12.08999999999969,,,,0,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0
164,2023-03-01,120.6963,3951.39,-0.7102000000000004,-18.76000000000022,,,,0,0.17209105180310352,0.2985916520868029,0.5293172965092319,7,,,,0.07206324423430537,0.09369995445051475,0.14230957168344688,0,0,0,1,0,0,0,0,0,1
165,2023-03-02,121.1967,3981.35,0.5004000000000133,29.960000000000036,,,,0,0.0887345764786005,0.19496809194485346,0.7162973384062449,3,,,,0.015387365304546544,0.03418445460039789,0.09518764659718068,0,0,0,1,0,0,0,0,0,1
166,2023-03-03,120.8531,4045.64,-0.34360000000000923,64.28999999999996,,,,0,0.19954731711186469,0.5253964327275753,0.2750562387518585,8,,,,0.056407537300401746,0.06802780172694853,0.06897309921243307,0,0,0,1,0,0,0,0,1,0
167,2023-03-06,120.5949,4048.42,-0.2582000000000022,2.7800000000002,,,,0,0.19626977952430025,0.37039128225296736,0.43333893024828285,16,,,,0.046518129799002446,0.0638525454066624,0.14658556867443806,0,0,0,1,0,0,0,0,0,1
168,2023-03-07,121.5364,3986.37,0.9415000000000049,-62.05000000000018,,,,0,0.1986973057501018,0.33638371527194977,0.4649189915508032,4,,,,0.038974714865084296,0.024914748240178437,0.11343008519062688,0,0,0,1,0,0,0,0,0,1
169,2023-03-08,121.5306,3992.01,-0.005799999999993588,5.640000000000327,,,,0,0.267746277153492,0.6290331035852432,0.1032206080853939,4,,,,0.04943040712209549,0.04140575827508849,0.0009090015725630729,0,0,1,0,0,0,0,0,1,0
170,2023-03-09,121.5307,3918.32,9.99999999891088e-05,-73.69000000000005,,,,0,0.16095716257890066,0.38401854038238525,0.4550243020057678,3,,,,0.011280643422008815,0.03952751719306136,0.05941551385177135,0,0,0,1,0,0,0,0,0,1
171,2023-03-10,121.2924,3861.59,-0.2382999999999953,-56.73000000000002,,,,0,0.1705435040322217,0.6089422079649839,0.22051429477604953,11,,,,0.0423876884722066,0.04793188966020052,0.0506961909225751,0,0,0,1,0,0,0,0,1,0
172,2023-03-13,120.8944,3855.76,-0.39799999999999613,-5.829999999999927,,,,0,0.23520920692795985,0.349124176329688,0.41566661586004655,38,,,,0.07486764129492231,0.05316996324126902,0.10281972374537031,0,0,0,1,0,0,0,0,0,1
173,2023-03-14,121.0358,3919.29,0.1413999999999902,63.529999999999745,,,,0,0.17252236232161522,0.6009690165519714,0.22650861949659884,4,,,,0.006036968543263503,0.06651619683676557,0.041186810943039755,0,0,0,1,0,0,0,0,1,0
174,2023-03-15,122.0832,3891.93,1.0474000000000103,-27.360000000000127,,,,0,0.2619943115860224,0.49927560836076734,0.2387300692498684,5,,,,0.08838339746931115,0.12650775317876992,0.16251547450162807,0,0,1,0,0,0,0,0,1,0
175,2023-03-16,121.7344,3960.28,-0.3488000000000113,68.35000000000036,,,,0,0.0883490689098835,0.6247410118579865,0.2869099214673042,5,,,,0.0015547232781382815,0.09338003686379642,0.09803244691956275,0,0,0,1,0,0,0,0,1,0
176,2023-03-17,121.5752,3916.64,-0.15919999999999845,-43.64000000000033,,,,0,0.3131011823192239,0.3765606343746185,0.31033816933631897,5,,,,0.07338621704886789,0.08394078096376772,0.12975323919057036,0,0,1,0,0,0,0,0,1,0
177,2023-03-20,121.0546,3951.57,-0.5206000000000017,34.93000000000029,0.2349380012601614,0.7012899816036224,0.06377199478447437,2,0.1545725205913186,0.4337337328493595,0.4116937464475632,25,0.07423294796894969,0.0712274305564069,3.105376438650859e-05,0.029877634257246998,0.07758909386248283,0.11095597671379591,1,0,0,1,0,1,0,0,1,0
178,2023-03-21,120.9481,4002.87,-0.10649999999999693,51.29999999999973,,,,0,0.1581347592175007,0.47248589992523193,0.36937934458255767,10,,,,0.04113142428693334,0.061599621897866226,0.08181897308677541,0,0,0,1,0,0,0,0,1,0
179,2023-03-22,120.6877,3936.97,-0.26039999999999,-65.90000000000009,,,,0,0.2698345690965652,0.6382730096578598,0.09189240969717502,10,,,,0.05175508050387817,0.04357083857392555,0.002848201691867183,0,0,1,0,0,0,0,0,1,0
180,2023-03-23,119.809,3948.72,-0.8787000000000091,11.75,0.3973920891682307,0.5225547651449839,0.08005313326915105,3,0.15636924797525772,0.34031200580872023,0.5033187396251239,13,0.04351832410421571,0.04944503375567984,0.00019149855329033313,0.031649147230183194,0.06248818646978529,0.1276696351401692,1,0,0,1,0,1,0,0,0,1
181,2023-03-24,120.503,3970.99,0.6940000000000026,22.269999999999982,,,,0,0.14391837142673986,0.37782202820692745,0.4782596068190677,14,,,,0.03816571938788078,0.06201836434934781,0.11894584255397579,0,0,0,1,0,0,0,0,0,1
182,2023-03-27,120.3227,3977.53,-0.18030000000000257,6.540000000000418,0.06832009553909302,0.8523935675621033,0.07928631454706192,1,0.16055350936949253,0.5735831391066313,0.2658633582293987,10,,,,0.030805875727784957,0.09750164218229782,0.09907053104126934,0,0,0,1,0,1,0,0,1,0
183,2023-03-28,119.8059,3971.27,-0.5168000000000035,-6.260000000000218,,,,0,0.2480759834870696,0.4955838299356401,0.25634018145501614,8,,,,0.056579013633998906,0.06898066960696589,0.0762757553841976,0,0,0,1,0,0,0,0,1,0
184,2023-03-29,119.8398,4027.81,0.033900000000002706,56.539999999999964,0.4590124189853668,0.4678746908903122,0.07311284355819225,2,0.26389524191617963,0.4882309552282095,0.24787378013134004,5,0.0009169742946895099,0.00019126666940438852,0.00027065733728005165,0.04915524569090991,0.09885205394217547,0.1587650442225278,1,0,1,0,0,1,0,0,1,0
185,2023-03-30,119.5304,4050.83,-0.30939999999999657,23.019999999999982,0.21259436011314392,0.7608732581138611,0.026532378047704697,1,0.12556874255339304,0.5551691030462583,0.31926212025185424,3,,,,0.009376975611858091,0.18073451107127125,0.2639033947420935,1,0,0,1,0,1,0,0,1,0
186,2023-03-31,119.4828,4109.31,-0.04760000000000275,58.48000000000047,,,,0,0.15192924533039331,0.5874473303556442,0.26062339171767235,4,,,,0.006634666648272375,0.004923483986036518,0.010383157713446833,0,0,0,1,0,0,0,0,1,0
187,2023-04-03,119.4623,4124.51,-0.02049999999999841,15.199999999999818,0.10737625509500504,0.8430569767951965,0.049566783010959625,1,0.30192053504288197,0.5093694403767586,0.18870999407954514,4,,,,0.12343226775090226,0.1351433560706888,0.10290465402798797,0,0,1,0,0,1,0,0,1,0
188,2023-04-04,119.2988,4100.6,-0.1634999999999991,-23.909999999999854,,,,0,0.19378885105252266,0.533809295296669,0.2724018532782793,10,,,,0.02755426498868345,0.04973342221702107,0.07530571938136661,0,0,0,1,0,0,0,0,1,0
189,2023-04-05,119.4385,4090.38,0.13970000000000482,-10.220000000000255,,,,0,0.16019111406058073,0.6609015539288521,0.1789073389954865,4,,,,0.007166118958583112,0.08992076198537569,0.057083926424289444,0,0,0,0,0,0,0,0,1,0
190,2023-04-06,119.4597,4105.02,0.021199999999993224,14.640000000000327,,,,0,0.5363132506608963,0.4205441474914551,0.043142637237906456,2,,,,0.19792641350936124,0.17604239900973084,0.0006408551656290132,0,0,1,0,0,0,0,1,0,0
191,2023-04-07,119.5033,,0.04359999999999786,,,,,0,0.6527574062347412,0.25517019629478455,0.09207239747047424,1,,,,,,,0,0,1,0,0,0,0,1,0,0
192,2023-04-10,119.9292,4109.11,0.4258999999999986,,,,,0,0.5360026976891926,0.2830886180911745,0.18090866772191866,7,,,,0.10850887468418885,0.01795621259311896,0.048008829621795285,0,0,1,0,0,0,0,1,0,0
193,2023-04-11,119.6822,4108.94,-0.2469999999999999,-0.17000000000007276,0.19249733537435532,0.7717049717903137,0.03579766396433115,2,0.20944828987121583,0.6466954529285431,0.14385624267160893,5,0.00760014069000825,0.005760206117429334,0.00012729883230974855,0.021328413503690122,0.039947181396160755,0.03523022926217081,0,0,1,0,0,1,0,0,1,0
194,2023-04-12,119.1829,4091.95,-0.499299999999991,-16.98999999999978,0.2353530377149582,0.6975060105323792,0.06714095920324326,1,0.25440316647291183,0.4504358351230621,0.2951609991490841,5,,,,0.1343015653676576,0.11748416940255095,0.12554709462476182,1,0,0,1,0,1,0,0,1,0
195,2023-04-13,118.5922,4146.22,-0.5906999999999982,54.27000000000044,,,,0,0.2178455526009202,0.2859872579574585,0.4961672108620405,4,,,,0.07189146138485537,0.09428089732785998,0.2286306891908881,0,0,0,1,0,0,0,0,0,1
196,2023-04-14,119.0301,4137.64,0.43789999999999907,-8.579999999999927,,,,0,0.1907949954038486,0.45803782623261213,0.3511671512387693,8,,,,0.040455843507656394,0.08333353551475489,0.13595116610723498,0,0,0,1,0,0,0,0,1,0
197,2023-04-17,119.4406,4151.32,0.410499999999999,13.679999999999382,0.1829567700624466,0.8011006712913513,0.015942532569169998,1,0.17298594675958157,0.49309756482640904,0.3339164912079771,12,,,,0.04238558022628176,0.05738916688592079,0.07198532307177907,0,0,0,1,0,1,0,0,1,0
198,2023-04-18,119.2797,4154.87,-0.16089999999999804,3.550000000000182,0.13246174156665802,0.8370959758758545,0.030442362651228905,1,0.14736800957471133,0.45499376989901064,0.39763822201639415,10,,,,0.028532515088513313,0.11112486400643912,0.17432274980963536,0,0,0,1,0,1,0,0,1,0
199,2023-04-19,119.4828,4154.52,0.20309999999999206,-0.3499999999994543,0.18089886009693146,0.33605605363845825,0.48304513096809387,1,0.09895224620898564,0.4663066764672597,0.43474111209313077,3,,,,0.005491542614558216,0.13878387968713599,0.14341371969718988,0,1,0,1,0,0,1,0,1,0
200,2023-04-20,119.2958,4129.79,-0.1869999999999976,-24.730000000000473,,,,0,0.328126506259044,0.4575958475470543,0.21427763594935337,6,,,,0.10524582988425497,0.1005421194007045,0.10746629905700192,0,0,1,0,0,0,0,0,1,0
201,2023-04-21,119.4921,4133.52,0.1962999999999937,3.730000000000473,,,,0,0.27036405064993435,0.49830900960498387,0.23132693560587037,9,,,,0.046399652411920164,0.03587943694724611,0.04201014278320132,0,0,1,0,0,0,0,0,1,0
202,2023-04-24,119.3979,4137.04,-0.09419999999998652,3.519999999999527,0.27784278988838196,0.6277177929878235,0.09443936496973038,1,0.2523883225565607,0.5247180746360258,0.22289360805668615,11,,,,0.04732031781641165,0.05453363794177635,0.04720744259587173,1,0,1,0,0,1,0,0,1,0
203,2023-04-25,119.8047,4071.63,0.40679999999998984,-65.40999999999985,,,,0,0.40962321497499943,0.5443428605794907,0.0460339467972517,4,,,,0.14293410280683794,0.12766974321515168,0.0013331023003829389,0,0,1,0,0,0,0,0,1,0
204,2023-04-26,119.5323,4055.99,-0.2723999999999904,-15.640000000000327,0.10117780417203903,0.8587737679481506,0.04004847630858421,1,0.13848498929291964,0.3855288190146287,0.4759861969699462,12,,,,0.047582359113817675,0.0734896063861228,0.11518768909061278,0,0,0,1,0,1,0,0,0,1
205,2023-04-27,119.6293,4135.35,0.0969999999999942,79.36000000000058,,,,0,0.1511655847231547,0.635622243086497,0.2132121647397677,3,,,,0.01272243283568127,0.06331559281794459,0.019366261560538573,0,0,0,1,0,0,0,0,1,0
206,2023-04-28,119.4312,4169.48,-0.1980999999999966,34.1299999999992,0.09732858091592789,0.8837279081344604,0.01894349791109562,1,0.34442903388005036,0.5646745585478269,0.09089640986460906,13,,,,0.08326950520933514,0.0765599859657538,0.006811790555557243,0,0,1,0,0,1,0,0,1,0
207,2023-05-01,119.6311,4167.87,0.19989999999999952,-1.6099999999996726,0.07403666526079178,0.8995800018310547,0.026383301243185997,1,0.2040401455014944,0.40522149784697425,0.39073836327426964,9,,,,0.0756468403662071,0.10281424518254,0.15501212248866617,0,0,0,1,0,1,0,0,1,0
208,2023-05-02,119.8009,4119.58,0.16979999999999507,-48.289999999999964,0.15069836005568504,0.7934349924325943,0.05586663447320461,4,0.18549569034948946,0.5499701648950577,0.26453413590788843,10,0.006478467383959574,0.007076957619440272,2.7453490752083847e-05,0.029464534851212414,0.07736838707910174,0.08182464591186381,0,0,0,1,0,1,0,0,1,0
209,2023-05-03,119.3301,4090.75,-0.470799999999997,-28.829999999999927,0.08848291635513306,0.8808817863464355,0.030635305680334568,2,0.24249495044350625,0.5469037175178528,0.2106013332493603,10,0.0006419929080597742,0.0005491318972943304,3.625430474970062e-06,0.06771547277644457,0.09255434949040306,0.08376180586405577,0,0,1,0,0,1,0,0,1,0
210,2023-05-04,119.2332,4061.22,-0.0969000000000051,-29.5300000000002,0.2993429908528924,0.6481962949037552,0.05246069608256221,4,0.17629342855742344,0.5412023153442603,0.28250423847482753,13,0.04008514249201079,0.04914613733682286,0.0006550903085254207,0.023156770374645086,0.07597955841555719,0.10204606689308289,1,0,0,1,0,1,0,0,1,0
211,2023-05-05,118.7707,4136.25,-0.4624999999999915,75.0300000000002,0.2523879458506902,0.7138814926147461,0.033730555325746536,3,0.24401943944394588,0.5190978407859802,0.23688270710408688,15,0.013279547743735593,0.014412047895703495,2.498694048112815e-05,0.058297982700314686,0.05205255926302701,0.08179928577640345,1,0,1,0,0,1,0,0,1,0
212,2023-05-08,118.7938,4138.12,0.023099999999999454,1.8699999999998909,0.33178599923849106,0.6144769191741943,0.05373706296086311,2,0.31952991474257864,0.4390718988750292,0.24139818192824072,23,0.11146947307878563,0.1401530652429983,0.001640232710561601,0.08168234636473125,0.07543294502664975,0.09192112623120284,1,0,1,0,0,1,0,0,1,0
213,2023-05-09,119.0325,4119.17,0.23869999999999436,-18.949999999999818,0.6371941864490509,0.30532312020659447,0.057482688687741756,4,0.2703612285355727,0.509705971305569,0.21993279829621315,12,0.008872715387150029,0.008973256863553417,0.00022748656972234582,0.07817095933882347,0.06671369535488184,0.06397416981451398,1,0,1,0,1,0,0,0,1,0
214,2023-05-10,118.8055,4137.64,-0.22700000000000387,18.470000000000255,,,,0,0.1317594749853015,0.6051151677966118,0.263125401455909,4,,,,0.006709949095801187,0.034480750194994636,0.041418595213811644,0,0,0,1,0,0,0,0,1,0
215,2023-05-11,119.2363,4130.62,0.43080000000000496,-7.020000000000437,0.21568121968044174,0.6232314871417152,0.1610873020771477,9,0.15304135240148753,0.5512673845514655,0.29569126467686146,16,0.033500675117920826,0.061096357093629615,0.039638162698678696,0.024132578518919486,0.08649073870817656,0.10091362869381358,1,0,0,1,0,1,0,0,1,0
216,2023-05-12,119.568,4124.08,0.3316999999999979,-6.539999999999964,0.2645099456422031,0.6829204894602299,0.05256954091601074,8,0.17595541299808592,0.5839942782407715,0.24005030636631308,21,0.02160030506211406,0.02368278314413668,0.0005083604086622075,0.01812812503596429,0.04953967293242271,0.06670037528231754,1,0,0,1,0,1,0,0,1,0
217,2023-05-15,119.3891,4136.28,-0.17889999999999873,12.199999999999818,0.17786294221878052,0.8036186695098877,0.01851836033165455,1,0.3257926404476166,0.5233781693073419,0.1508291786393294,13,,,,0.05637619139612551,0.07030803876138288,0.036796435159596165,0,0,1,0,0,1,0,0,1,0
218,2023-05-16,119.4266,4109.9,0.037499999999994316,-26.38000000000011,0.2510398440063,0.693578173716863,0.05538197420537472,3,0.17942220283051333,0.46285928413271904,0.3577185001017319,18,0.06203014251218479,0.06444544744326415,0.0007992859098147238,0.04286529080874936,0.07002649203018442,0.10621981306322476,1,0,0,1,0,1,0,0,1,0
219,2023-05-17,119.8524,4158.77,0.4258000000000095,48.8700000000008,0.16419978501896063,0.7640176763137182,0.07178254208217065,6,0.2391397219437819,0.5602762326598167,0.20058403995174628,13,0.01801395274522777,0.024726524917950035,0.0013261979577037903,0.0869343865727406,0.10095619179159375,0.07190243147867,0,0,1,0,0,1,0,0,1,0
220,2023-05-18,120.3327,4198.05,0.4802999999999997,39.279999999999745,0.1603970192372799,0.7771748048918588,0.062428162566253116,7,0.2239175499840216,0.6623356680978428,0.11374677243557843,11,0.06896158879829069,0.06735596833810441,0.0006081059451363637,0.06920765971852796,0.07797507146260507,0.009053424695923839,0,0,1,0,0,1,0,0,1,0
221,2023-05-19,120.0134,4191.98,-0.31929999999999836,-6.0700000000006185,0.13446255307644606,0.7862613573670387,0.07927609048783779,4,0.26137804295867684,0.48812018930912016,0.2505017714574933,20,0.02576354217047858,0.04303227601954126,0.0034540327487173755,0.07708051540995045,0.09654816044586868,0.1033645994946109,0,0,1,0,0,1,0,0,1,0
222,2023-05-22,120.3282,4192.63,0.3147999999999911,0.6500000000005457,0.052810548494259514,0.88619993130366,0.06098949412504832,3,0.1775844597982036,0.5069519758776382,0.31546356315138163,27,0.00042245298027144185,0.00020180212986649812,0.0011862734854723074,0.03231727126268486,0.0743383905417173,0.08602756193367715,0,0,0,1,0,1,0,0,1,0
223,2023-05-23,120.558,4145.58,0.22980000000001155,-47.05000000000018,0.1829765336588025,0.764580562710762,0.05244294926524162,4,0.20755018198208228,0.4859866318670479,0.30646319153743823,37,0.015643706216043544,0.015509541355705814,0.00020602910714415112,0.05010451308628995,0.07359509840642842,0.08819141870676252,0,0,0,1,0,1,0,0,1,0
224,2023-05-24,120.7176,4115.24,0.15959999999999752,-30.340000000000146,0.2592371813952923,0.6823819503188133,0.05838086393972238,6,0.21687610721901843,0.541368377836127,0.24175551298417544,19,0.05960299859499213,0.05724418486465355,0.0001994527396619284,0.0497607589372587,0.07367010813075967,0.0903873991041349,1,0,0,1,0,1,0,0,1,0
225,2023-05-25,121.0812,4151.28,0.36359999999999104,36.039999999999964,0.2464158430695534,0.6910478293895721,0.06253635222092271,10,0.2876623313059099,0.4819485538173467,0.23038912095944397,32,0.08365381927764251,0.08150843509710867,0.0010866783104282983,0.08656332911238224,0.09706591260959688,0.08534081006937874,1,0,1,0,0,1,0,0,1,0
226,2023-05-26,120.8713,4205.45,-0.20989999999999043,54.17000000000007,0.5335154831409454,0.41916794180870054,0.0473165936768055,5,0.2202187158012142,0.3618738550382356,0.4179074416557948,24,0.015426838514835062,0.015105182641836645,0.0004859864474668463,0.06331988252654423,0.044303855283107506,0.11712643738966184,1,0,0,1,1,0,0,0,0,1
227,2023-05-30,120.8136,4205.52,-0.05770000000001119,0.07000000000061846,0.18422350813360774,0.726267059059704,0.08950942891704686,17,0.19003149289402027,0.4815934341919573,0.32837507894993584,79,0.023207990502152633,0.026842042930170448,0.016424763782404896,0.041673175533228024,0.07387194135276956,0.09680260673838921,0,0,0,1,0,1,0,0,1,0
228,2023-05-31,121.2284,4179.83,0.4147999999999996,-25.69000000000051,0.315053082174725,0.6095909310711755,0.07535598075224294,9,0.27260702157106537,0.45665420907048077,0.2707387756986114,26,0.045281736575627674,0.04120329352241316,0.011068217075191133,0.068054867953037,0.07765542004722753,0.09728549725978822,1,0,1,0,0,1,0,0,1,0
229,2023-06-01,120.3486,4221.02,-0.8797999999999888,41.19000000000051,0.1347443563863635,0.8097041882574558,0.055551453959196806,8,0.17885512044387206,0.5205191087509905,0.3006257662815707,35,0.01650580383006414,0.020065099599244424,0.001259332516413343,0.040228824614632674,0.08388534698931101,0.10296784783242659,0,0,0,1,0,1,0,0,1,0
230,2023-06-02,120.2952,4282.37,-0.05340000000001055,61.349999999999454,0.13760550543665886,0.7933757543563843,0.0690187618136406,5,0.2165246941681419,0.5018784129193851,0.2815968994051218,35,0.020780252706705707,0.014118182685526294,0.0042719963930747005,0.044016965829693416,0.06036144887289914,0.07393315055170606,0,0,0,1,0,1,0,0,1,0
231,2023-06-05,120.3057,4273.79,0.010500000000007503,-8.579999999999927,0.23763260079754722,0.6528228984938728,0.10954450981484519,9,0.20484701540464392,0.4622228882777003,0.3329300949923121,52,0.01785551736469673,0.030600015374266064,0.010414215290491117,0.04226339581691076,0.07561505360419651,0.10219513308899361,1,0,0,1,0,1,0,0,1,0
232,2023-06-06,120.2859,4283.85,-0.019800000000003593,10.0600000000004,0.1435334604854385,0.8183957238992056,0.03807080273206035,12,0.17656842082627675,0.5503643876247442,0.2730671913265737,67,0.006169997912082697,0.006681125296378315,0.0003632566459915509,0.03246593161388097,0.06636254691877114,0.09187762052375711,0,0,0,1,0,1,0,0,1,0
233,2023-06-07,120.1906,4267.52,-0.09529999999999461,-16.329999999999927,0.2227220157161355,0.6918954059481621,0.08538255728781223,10,0.20758163947612046,0.4883707229580198,0.3040476198175124,35,0.05355309561601275,0.05461200441211606,0.010136333209983384,0.05724494354516772,0.09677160217145404,0.120684625483785,1,0,0,1,0,1,0,0,1,0
234,2023-06-08,119.9089,4293.93,-0.2817000000000007,26.409999999999854,0.26415202813223004,0.6639950511356195,0.07185291917994618,24,0.26749837435781953,0.5593024921417237,0.17319912632927298,50,0.05123854146576513,0.04794195362809105,0.0018172847320159183,0.05919378074430192,0.07255694877755764,0.05239850572269145,1,0,1,0,0,1,0,0,1,0
235,2023-06-09,119.7892,4298.86,-0.1197000000000088,4.9299999999993815,0.1632715825819307,0.6756021098958122,0.16112631642156178,9,0.2091170950094238,0.4603238937444985,0.3305590157862753,40,0.017610156517588384,0.06031189174830078,0.06856232109067065,0.038760516761020054,0.06944208021195382,0.10831499884501934,0,0,0,1,0,1,0,0,1,0
236,2023-06-12,120.0069,4338.93,0.21770000000000778,40.07000000000062,0.2639769720179694,0.6355845976088729,0.10043842611568314,14,0.3037189039979366,0.3833356529379947,0.31294544173192373,79,0.07297155858494193,0.06437315371266542,0.007295980413629453,0.09810272277315213,0.07378507624278977,0.10640041003728193,1,0,0,1,0,1,0,0,1,0
237,2023-06-13,119.5948,4369.01,-0.41209999999999525,30.079999999999927,0.13674910565217335,0.7146721427639325,0.1485787510871887,15,0.2056540989693492,0.5501446677966321,0.24420122425765434,47,0.010398038405651719,0.04449754289212292,0.04657682631579403,0.05195641876764263,0.07801683070566477,0.08482621230625292,0,0,0,1,0,1,0,0,1,0
238,2023-06-14,119.1992,4372.59,-0.39560000000000173,3.5799999999999272,0.33927445184616817,0.5929952341885794,0.06773032203671478,21,0.35197446859357034,0.4718478120524775,0.1761777253652161,44,0.04394883750417706,0.044650499761813914,0.0016113818169247538,0.0804750347736997,0.06820378300690359,0.05388273057947723,1,0,1,0,0,1,0,0,1,0
239,2023-06-15,118.981,4425.84,-0.21820000000001016,53.25,0.24225737997330726,0.6307307166978717,0.12701190197840334,40,0.23749579888369357,0.5184778102806636,0.24402638755787115,77,0.05795907634933991,0.07157958948342265,0.030578071859235,0.057610338713375064,0.08449416913292952,0.08487751053769847,1,0,0,1,0,1,0,0,1,0
240,2023-06-16,118.8586,4409.59,-0.12239999999999895,-16.25,0.1502170290209745,0.7806785122344368,0.06910445639177372,19,0.17433701002079507,0.6001715404183968,0.22549144198875065,46,0.029574580138448395,0.029413238912596132,0.003056058840508613,0.03193477780668861,0.07676916638039483,0.07823585557882463,0,0,0,1,0,1,0,0,1,0
241,2023-06-20,119.3937,4388.71,0.5350999999999999,-20.88000000000011,0.1824371326834925,0.7352137950158888,0.08234907034784555,31,0.21375374183415957,0.5284728230270621,0.25777344012709513,146,0.048565045025175876,0.060530528065187446,0.025340646446375417,0.0496303806738978,0.07826471405247981,0.08506049344851767,0,0,0,1,0,1,0,0,1,0
